transaction_amount,hour_of_day,user_avg_amount,normal_range_min,normal_range_max,amount_deviation,location,previous_location,distance_from_prev_km,time_since_prev_hours,txns_last_10_min,txns_last_1_hour,txns_last_24_hours,is_fraud,implied_travel_speed_kmh,is_diff_location
907.4775981251078,11,1343.6926142824298,537.477045712972,2418.6467057083737,-0.324638992222394,Jaipur,Jaipur,2.031514696379639,7.392934242054792,0,0,3,0,0.27479139268185887,0
3670.859984891447,12,2438.7632417974983,975.5052967189994,4389.773835235497,0.5052137583416371,Kolkata,Kolkata,9.125763648742996,21.081639065732368,0,0,0,0,0.43287733085121816,0
3281.8067541885694,12,2059.739590729096,823.8958362916385,3707.531263312373,0.5933114889668611,Mumbai,Mumbai,4.12378425398621,15.878813380815592,0,0,2,0,0.25970355309852494,0
777.1834465733136,15,588.975577016191,235.5902308064764,1060.1560386291437,0.31955122911989403,Kolkata,Kolkata,6.6078474687736986,27.017500000040755,0,0,1,0,0.24457656958503676,0
1439.0607480717103,7,1942.7927059697663,777.1170823879065,3497.0268707455793,-0.2592824012310735,Mumbai,Mumbai,0.5154873167971974,5.645947013558287,0,0,1,0,0.09130218819965828,0
1552.997840785582,17,1118.657453082866,447.46298123314637,2013.5834155491586,0.3882693370573215,Pune,Pune,3.8841028908334447,1.403119928218651,0,0,2,0,2.7681902399922134,0
1219.1926374968514,15,867.6837023225949,347.07348092903794,1561.8306641806707,0.40511183307159726,Mumbai,Mumbai,1.089084511424831,7.128524826139399,0,0,1,0,0.15277838514797562,0
3104.32204459868,20,2106.94353369982,842.777413479928,3792.498360659676,0.47337695336687574,Delhi,Delhi,4.596479298242565,19.715612299384713,0,0,7,0,0.23313905895715006,0
862.9862838169302,9,1674.5108036217039,669.8043214486815,3014.119446519067,-0.48463379158233777,Mumbai,Mumbai,7.050472330663769,10.6476236441894,0,0,2,0,0.6621639312459489,0
985.6573387331074,17,703.3719516047494,281.34878064189974,1266.0695128885488,0.4013315948756862,Jaipur,Jaipur,8.277989886021997,17.347837094740157,0,0,2,0,0.47717705906587476,0
